Uuid,Void/Retire,Workflow,State concept,Initial,Terminal
b70f609e-c3e8-4e4f-bd9e-97df5e95796a,,0e2ff228-8dab-491d-9457-aaa47764ef8a,tuberculosis treatment phase,false
b70f609e-c3e8-4e4f-bd9e-97df5e95796a,,2fafcc3a-b5e2-4fb2-b534-d9b5f3e91b26,tuberculosis treatment phase,false
b70f609e-c3e8-4e4f-bd9e-97df5e95796a,,031d22b8-4fde-45ba-9e0a-6b87337b29f3,tuberculosis treatment phase,false
d6e3ed60-ffc7-4108-ab07-706d7b542d99,,dc3fbc52-15a9-444c-99d1-65f01f9199dd,TB Infection Type,false
d6e3ed60-ffc7-4108-ab07-706d7b542d99,,673966b1-e181-4b46-a526-f7ac6954c59b,TB Infection Type,false
4c30d724-dbcc-42db-ba9b-a9b9d2aadc00,,ab6d1f1d-fcf6-4255-8b6f-2bf8959ad8f2,ART regimen line,false
4c30d724-dbcc-42db-ba9b-a9b9d2aadc00,,9a42a3ad-d8a4-4f2e-9fa0-04d5f2e6436e,ART regimen line,false
4c30d724-dbcc-42db-ba9b-a9b9d2aadc00,,5d2d0e7e-69a6-408a-b5ce-8d93fb72bc21,ART regimen line,false
306c02b7-198e-4066-8b2c-39e40a1bcc53,,d77cc565-5e53-4633-8fc7-956cfc1831d9,Drug Pick Up Model,false
306c02b7-198e-4066-8b2c-39e40a1bcc53,,a6a0ab45-b7dc-43b2-b28c-45a91f968ebf,Drug Pick Up Model,false
306c02b7-198e-4066-8b2c-39e40a1bcc53,,1b9b83d4-eaca-40da-a7c6-53b8ea3436ad,Drug Pick Up Model,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,4eae684a-ee1f-4f62-87f3-e3e58c91f417,Differentiated Service Delivery,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,6b4906b1-388c-4984-974a-81e6f86f7737,Differentiated Service Delivery,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,5e122a20-3e23-4e65-bb1b-9f1324f97396,Differentiated Service Delivery,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,0ca3db87-567f-4159-acc0-0ec14d0b8036,Differentiated Service Delivery,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,7e2acb9c-25e9-4b8f-b012-8436051d5c32,Differentiated Service Delivery,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,4eae684a-ee1f-4f62-87f3-e3e58c91f417,DSDM,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,6b4906b1-388c-4984-974a-81e6f86f7737,DSDM,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,5e122a20-3e23-4e65-bb1b-9f1324f97396,DSDM,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,0ca3db87-567f-4159-acc0-0ec14d0b8036,DSDM,false
b8d44412-9d8a-422f-8952-7fe15997f8b6,,7e2acb9c-25e9-4b8f-b012-8436051d5c32,DSDM,false

